"date","target_variable","shock_gdp_growth_mean","shock_consumption_growth_mean","shock_cpi_growth_mean","shock_saving_rate_mean","shock_policy_rate_mean","shock_interest_burden_mean","shock_debt_growth_mean","shock_real_house_price_growth_mean","shock_asset_liability_ratio_mean","total_decomposed_mean"
37,"gdp_growth",0.151807824649889,0.110821701943993,0.108846828178878,0.155608506040744,0.0298714068734313,0.123379640464761,0.0966738583127797,0.145009011739494,0.158959218970734,1.08097799717471
38,"gdp_growth",0.0308198507593974,0.0555851426771316,0.0371964102130692,0.038267331911973,-0.0432801767755044,0.0378646276644287,0.0407892814635095,0.0165015407409159,0.0395394916956078,0.253283500350529
39,"gdp_growth",0.0354198990077666,0.0114850726683054,0.00665683152785655,0.0281106056910699,0.0779894315344752,0.0434187304049802,0.0158768151704051,0.0368936612726769,0.0316688938234743,0.28751994110101
40,"gdp_growth",0.00584553941894186,-0.0333199516219195,-0.0214438874261766,-0.01410672365974,-0.0726147349396372,0.0236012218367669,-0.0188837235014035,0.00607373664309543,-0.0118086021625059,-0.136657125412579
41,"gdp_growth",0.0715188915741673,0.0616144649043233,0.0611311651109813,0.113781426302047,-0.0420217773753774,0.0847366177000551,0.100186318609346,0.0678073382934317,0.073310861781353,0.592065306900327
42,"gdp_growth",-0.0364975964033826,-0.0523415134371917,-0.0373632720371216,-0.0561022591891336,0.0409049905110498,-0.0482592666772666,-0.048082885124045,-0.0325667295544075,-0.0614275970843011,-0.3317361289958
43,"gdp_growth",0.0906183181076102,0.068090230399462,0.071383303561098,0.0382201814956044,0.0495565238677019,0.048060969214427,0.0185881002767474,0.0557438462417757,0.0566437687077606,0.496905241872187
44,"gdp_growth",-0.131716744790766,-0.109087971794449,-0.125028135071826,-0.125568764366205,-0.148267160900692,-0.121254982947433,-0.109443710494263,-0.142167872465316,-0.111789478179581,-1.12432482101053
45,"gdp_growth",-0.13446750755075,-0.128380338831939,-0.150089449979563,-0.0880244305742809,-0.111250371603948,-0.127780609893931,-0.104140967346867,-0.128087454551556,-0.127382692447638,-1.09960382278047
46,"gdp_growth",-0.15538137636225,-0.191325479914556,-0.199555655242673,-0.21511403896732,-0.0138502287137828,-0.195833646887714,-0.170756360818571,-0.187781068399308,-0.190672746474344,-1.52027060178052
47,"gdp_growth",-0.53560508539269,-0.560668344001509,-0.52977107560994,-0.563042424933751,-0.332756180638938,-0.541225207042388,-0.508445373131811,-0.521820212798599,-0.502551063643237,-4.59588496719286
48,"gdp_growth",-0.207143727651449,-0.196512324912489,-0.166802052978038,-0.191105327330122,-0.0575532595105033,-0.233325489287642,-0.180694069719622,-0.211877588535039,-0.169686108303209,-1.61469994822811
