sector,item,quarter,Balances
Households,"Pension funds reserves, unit-linked",2009K3,0
Households,"Pension funds reserves, unit-linked",2009K4,0
Households,"Pension funds reserves, unit-linked",2010K1,0
Households,"Pension funds reserves, unit-linked",2010K2,0
Households,"Pension funds reserves, unit-linked",2010K3,0
Households,"Pension funds reserves, unit-linked",2010K4,0
Households,"Pension funds reserves, unit-linked",2011K1,0
Households,"Pension funds reserves, unit-linked",2011K2,0
Households,"Pension funds reserves, unit-linked",2011K3,0
Households,"Pension funds reserves, unit-linked",2011K4,0
Households,"Pension funds reserves, unit-linked",2012K1,0
Households,"Pension funds reserves, unit-linked",2012K2,0
Households,"Pension funds reserves, unit-linked",2012K3,0
Households,"Pension funds reserves, unit-linked",2012K4,0
Households,"Pension funds reserves, unit-linked",2013K1,0
Households,"Pension funds reserves, unit-linked",2013K2,0
Households,"Pension funds reserves, unit-linked",2013K3,0
Households,"Pension funds reserves, unit-linked",2013K4,0
Households,"Pension funds reserves, unit-linked",2014K1,0
Households,"Pension funds reserves, unit-linked",2014K2,0
Households,"Pension funds reserves, unit-linked",2014K3,0
Households,"Pension funds reserves, unit-linked",2014K4,0
Households,"Pension funds reserves, unit-linked",2015K1,0
Households,"Pension funds reserves, unit-linked",2015K2,0
Households,"Pension funds reserves, unit-linked",2015K3,0
Households,"Pension funds reserves, unit-linked",2015K4,0
Households,"Pension funds reserves, unit-linked",2016K1,0
Households,"Pension funds reserves, unit-linked",2016K2,0
Households,"Pension funds reserves, unit-linked",2016K3,0
Households,"Pension funds reserves, unit-linked",2016K4,0
Households,"Pension funds reserves, unit-linked",2017K1,0
Households,"Pension funds reserves, unit-linked",2017K2,0
Households,"Pension funds reserves, unit-linked",2017K3,0
Households,"Pension funds reserves, unit-linked",2017K4,0
Households,"Pension funds reserves, unit-linked",2018K1,0
Households,"Pension funds reserves, unit-linked",2018K2,0
Households,"Pension funds reserves, unit-linked",2018K3,0
Households,"Pension funds reserves, unit-linked",2018K4,0
Households,"Pension funds reserves, unit-linked",2019K1,0
Households,"Pension funds reserves, unit-linked",2019K2,0
Households,"Pension funds reserves, unit-linked",2019K3,0
Households,"Pension funds reserves, unit-linked",2019K4,0
Households,"Pension funds reserves, unit-linked",2020K1,0
Households,"Pension funds reserves, unit-linked",2020K2,0
Households,"Pension funds reserves, unit-linked",2020K3,0
Households,"Pension funds reserves, unit-linked",2020K4,0
Households,"Pension funds reserves, unit-linked",2021K1,0
Households,"Pension funds reserves, unit-linked",2021K2,0
Households,"Pension funds reserves, unit-linked",2021K3,0
Households,"Pension funds reserves, unit-linked",2021K4,0
Households,"Pension funds reserves, unit-linked",2022K1,0
Households,"Pension funds reserves, unit-linked",2022K2,0
Households,"Pension funds reserves, unit-linked",2022K3,0
Households,"Pension funds reserves, unit-linked",2022K4,0
Households,"Pension funds reserves, unit-linked",2023K1,0
Households,"Pension funds reserves, unit-linked",2023K2,0
Households,"Pension funds reserves, unit-linked",2023K3,0
Households,"Pension funds reserves, unit-linked",2023K4,0
Households,"Pension funds reserves, unit-linked",2024K1,0
Households,"Pension funds reserves, unit-linked",2024K2,0
Households,"Pension funds reserves, unit-linked",2024K3,0
Households,"Pension funds reserves, unit-linked",2024K4,0
Households,"Pension funds reserves, unit-linked",2025K1,0
Households,"Pension funds reserves, unit-linked",2025K2,0
Households,"Pension funds reserves, unit-linked",2025K3,0
Households,"Pension funds reserves, unit-linked",2025K4,0
Households,"Pension funds reserves, unit-linked",2026K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",1996K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",1996K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",1996K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",1996K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",1997K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",1997K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",1997K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",1997K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",1998K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",1998K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",1998K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",1998K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",1999K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",1999K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",1999K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",1999K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2000K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2000K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2000K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2000K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2001K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2001K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2001K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2001K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2002K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2002K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2002K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2002K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2003K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2003K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2003K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2003K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2004K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2004K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2004K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2004K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2005K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2005K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2005K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2005K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2006K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2006K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2006K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2006K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2007K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2007K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2007K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2007K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2008K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2008K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2008K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2008K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2009K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2009K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2009K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2009K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2010K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2010K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2010K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2010K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2011K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2011K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2011K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2011K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2012K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2012K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2012K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2012K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2013K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2013K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2013K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2013K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2014K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2014K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2014K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2014K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2015K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2015K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2015K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2015K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2016K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2016K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2016K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2016K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2017K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2017K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2017K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2017K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2018K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2018K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2018K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2018K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2019K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2019K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2019K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2019K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2020K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2020K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2020K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2020K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2021K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2021K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2021K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2021K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2022K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2022K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2022K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2022K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2023K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2023K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2023K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2023K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2024K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2024K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2024K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2024K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2025K1,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2025K2,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2025K3,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2025K4,0
Households,"Pension funds reserves, unit-linked, Premium Pension",2026K1,0
Households,Claims of pension funds on pension managers,1996K1,0
Households,Claims of pension funds on pension managers,1996K2,0
Households,Claims of pension funds on pension managers,1996K3,0
Households,Claims of pension funds on pension managers,1996K4,0
Households,Claims of pension funds on pension managers,1997K1,0
Households,Claims of pension funds on pension managers,1997K2,0
Households,Claims of pension funds on pension managers,1997K3,0
Households,Claims of pension funds on pension managers,1997K4,0
Households,Claims of pension funds on pension managers,1998K1,0
Households,Claims of pension funds on pension managers,1998K2,0
Households,Claims of pension funds on pension managers,1998K3,0
Households,Claims of pension funds on pension managers,1998K4,0
Households,Claims of pension funds on pension managers,1999K1,0
Households,Claims of pension funds on pension managers,1999K2,0
Households,Claims of pension funds on pension managers,1999K3,0
Households,Claims of pension funds on pension managers,1999K4,0
Households,Claims of pension funds on pension managers,2000K1,0
Households,Claims of pension funds on pension managers,2000K2,0
Households,Claims of pension funds on pension managers,2000K3,0
Households,Claims of pension funds on pension managers,2000K4,0
Households,Claims of pension funds on pension managers,2001K1,0
Households,Claims of pension funds on pension managers,2001K2,0
Households,Claims of pension funds on pension managers,2001K3,0
Households,Claims of pension funds on pension managers,2001K4,0
Households,Claims of pension funds on pension managers,2002K1,0
Households,Claims of pension funds on pension managers,2002K2,0
Households,Claims of pension funds on pension managers,2002K3,0
Households,Claims of pension funds on pension managers,2002K4,0
Households,Claims of pension funds on pension managers,2003K1,0
Households,Claims of pension funds on pension managers,2003K2,0
Households,Claims of pension funds on pension managers,2003K3,0
Households,Claims of pension funds on pension managers,2003K4,0
Households,Claims of pension funds on pension managers,2004K1,0
Households,Claims of pension funds on pension managers,2004K2,0
Households,Claims of pension funds on pension managers,2004K3,0
Households,Claims of pension funds on pension managers,2004K4,0
Households,Claims of pension funds on pension managers,2005K1,0
Households,Claims of pension funds on pension managers,2005K2,0
Households,Claims of pension funds on pension managers,2005K3,0
Households,Claims of pension funds on pension managers,2005K4,0
Households,Claims of pension funds on pension managers,2006K1,0
Households,Claims of pension funds on pension managers,2006K2,0
Households,Claims of pension funds on pension managers,2006K3,0
Households,Claims of pension funds on pension managers,2006K4,0
Households,Claims of pension funds on pension managers,2007K1,0
Households,Claims of pension funds on pension managers,2007K2,0
Households,Claims of pension funds on pension managers,2007K3,0
Households,Claims of pension funds on pension managers,2007K4,0
Households,Claims of pension funds on pension managers,2008K1,0
Households,Claims of pension funds on pension managers,2008K2,0
Households,Claims of pension funds on pension managers,2008K3,0
Households,Claims of pension funds on pension managers,2008K4,0
Households,Claims of pension funds on pension managers,2009K1,0
Households,Claims of pension funds on pension managers,2009K2,0
Households,Claims of pension funds on pension managers,2009K3,0
Households,Claims of pension funds on pension managers,2009K4,0
Households,Claims of pension funds on pension managers,2010K1,0
Households,Claims of pension funds on pension managers,2010K2,0
Households,Claims of pension funds on pension managers,2010K3,0
Households,Claims of pension funds on pension managers,2010K4,0
Households,Claims of pension funds on pension managers,2011K1,0
Households,Claims of pension funds on pension managers,2011K2,0
Households,Claims of pension funds on pension managers,2011K3,0
Households,Claims of pension funds on pension managers,2011K4,0
Households,Claims of pension funds on pension managers,2012K1,0
Households,Claims of pension funds on pension managers,2012K2,0
Households,Claims of pension funds on pension managers,2012K3,0
Households,Claims of pension funds on pension managers,2012K4,0
Households,Claims of pension funds on pension managers,2013K1,0
Households,Claims of pension funds on pension managers,2013K2,0
Households,Claims of pension funds on pension managers,2013K3,0
Households,Claims of pension funds on pension managers,2013K4,0
Households,Claims of pension funds on pension managers,2014K1,0
Households,Claims of pension funds on pension managers,2014K2,0
Households,Claims of pension funds on pension managers,2014K3,0
Households,Claims of pension funds on pension managers,2014K4,0
Households,Claims of pension funds on pension managers,2015K1,0
Households,Claims of pension funds on pension managers,2015K2,0
Households,Claims of pension funds on pension managers,2015K3,0
Households,Claims of pension funds on pension managers,2015K4,0
Households,Claims of pension funds on pension managers,2016K1,0
Households,Claims of pension funds on pension managers,2016K2,0
Households,Claims of pension funds on pension managers,2016K3,0
Households,Claims of pension funds on pension managers,2016K4,0
Households,Claims of pension funds on pension managers,2017K1,0
Households,Claims of pension funds on pension managers,2017K2,0
Households,Claims of pension funds on pension managers,2017K3,0
Households,Claims of pension funds on pension managers,2017K4,0
Households,Claims of pension funds on pension managers,2018K1,0
Households,Claims of pension funds on pension managers,2018K2,0
Households,Claims of pension funds on pension managers,2018K3,0
Households,Claims of pension funds on pension managers,2018K4,0
Households,Claims of pension funds on pension managers,2019K1,0
Households,Claims of pension funds on pension managers,2019K2,0
Households,Claims of pension funds on pension managers,2019K3,0
Households,Claims of pension funds on pension managers,2019K4,0
Households,Claims of pension funds on pension managers,2020K1,0
Households,Claims of pension funds on pension managers,2020K2,0
Households,Claims of pension funds on pension managers,2020K3,0
Households,Claims of pension funds on pension managers,2020K4,0
Households,Claims of pension funds on pension managers,2021K1,0
Households,Claims of pension funds on pension managers,2021K2,0
Households,Claims of pension funds on pension managers,2021K3,0
Households,Claims of pension funds on pension managers,2021K4,0
Households,Claims of pension funds on pension managers,2022K1,0
Households,Claims of pension funds on pension managers,2022K2,0
Households,Claims of pension funds on pension managers,2022K3,0
Households,Claims of pension funds on pension managers,2022K4,0
Households,Claims of pension funds on pension managers,2023K1,0
Households,Claims of pension funds on pension managers,2023K2,0
Households,Claims of pension funds on pension managers,2023K3,0
Households,Claims of pension funds on pension managers,2023K4,0
Households,Claims of pension funds on pension managers,2024K1,0
Households,Claims of pension funds on pension managers,2024K2,0
Households,Claims of pension funds on pension managers,2024K3,0
Households,Claims of pension funds on pension managers,2024K4,0
Households,Claims of pension funds on pension managers,2025K1,0
Households,Claims of pension funds on pension managers,2025K2,0
Households,Claims of pension funds on pension managers,2025K3,0
Households,Claims of pension funds on pension managers,2025K4,0
Households,Claims of pension funds on pension managers,2026K1,0
Households,Entitlements to non-pension benefits,1996K1,0
Households,Entitlements to non-pension benefits,1996K2,0
Households,Entitlements to non-pension benefits,1996K3,0
Households,Entitlements to non-pension benefits,1996K4,0
Households,Entitlements to non-pension benefits,1997K1,0
Households,Entitlements to non-pension benefits,1997K2,0
Households,Entitlements to non-pension benefits,1997K3,0
Households,Entitlements to non-pension benefits,1997K4,0
Households,Entitlements to non-pension benefits,1998K1,0
Households,Entitlements to non-pension benefits,1998K2,0
Households,Entitlements to non-pension benefits,1998K3,0
Households,Entitlements to non-pension benefits,1998K4,0
Households,Entitlements to non-pension benefits,1999K1,0
Households,Entitlements to non-pension benefits,1999K2,0
Households,Entitlements to non-pension benefits,1999K3,0
Households,Entitlements to non-pension benefits,1999K4,0
Households,Entitlements to non-pension benefits,2000K1,0
Households,Entitlements to non-pension benefits,2000K2,0
Households,Entitlements to non-pension benefits,2000K3,0
Households,Entitlements to non-pension benefits,2000K4,0
Households,Entitlements to non-pension benefits,2001K1,0
Households,Entitlements to non-pension benefits,2001K2,0
Households,Entitlements to non-pension benefits,2001K3,0
Households,Entitlements to non-pension benefits,2001K4,0
Households,Entitlements to non-pension benefits,2002K1,0
Households,Entitlements to non-pension benefits,2002K2,0
Households,Entitlements to non-pension benefits,2002K3,0
Households,Entitlements to non-pension benefits,2002K4,0
Households,Entitlements to non-pension benefits,2003K1,0
Households,Entitlements to non-pension benefits,2003K2,0
Households,Entitlements to non-pension benefits,2003K3,0
Households,Entitlements to non-pension benefits,2003K4,0
Households,Entitlements to non-pension benefits,2004K1,0
Households,Entitlements to non-pension benefits,2004K2,0
Households,Entitlements to non-pension benefits,2004K3,0
Households,Entitlements to non-pension benefits,2004K4,0
Households,Entitlements to non-pension benefits,2005K1,0
Households,Entitlements to non-pension benefits,2005K2,0
Households,Entitlements to non-pension benefits,2005K3,0
Households,Entitlements to non-pension benefits,2005K4,0
Households,Entitlements to non-pension benefits,2006K1,0
Households,Entitlements to non-pension benefits,2006K2,0
Households,Entitlements to non-pension benefits,2006K3,0
Households,Entitlements to non-pension benefits,2006K4,0
Households,Entitlements to non-pension benefits,2007K1,0
Households,Entitlements to non-pension benefits,2007K2,0
Households,Entitlements to non-pension benefits,2007K3,0
Households,Entitlements to non-pension benefits,2007K4,0
Households,Entitlements to non-pension benefits,2008K1,0
Households,Entitlements to non-pension benefits,2008K2,0
Households,Entitlements to non-pension benefits,2008K3,0
Households,Entitlements to non-pension benefits,2008K4,0
Households,Entitlements to non-pension benefits,2009K1,0
Households,Entitlements to non-pension benefits,2009K2,0
Households,Entitlements to non-pension benefits,2009K3,0
Households,Entitlements to non-pension benefits,2009K4,0
Households,Entitlements to non-pension benefits,2010K1,0
Households,Entitlements to non-pension benefits,2010K2,0
Households,Entitlements to non-pension benefits,2010K3,0
Households,Entitlements to non-pension benefits,2010K4,0
Households,Entitlements to non-pension benefits,2011K1,0
Households,Entitlements to non-pension benefits,2011K2,0
Households,Entitlements to non-pension benefits,2011K3,0
Households,Entitlements to non-pension benefits,2011K4,0
Households,Entitlements to non-pension benefits,2012K1,0
Households,Entitlements to non-pension benefits,2012K2,0
Households,Entitlements to non-pension benefits,2012K3,0
Households,Entitlements to non-pension benefits,2012K4,0
Households,Entitlements to non-pension benefits,2013K1,0
Households,Entitlements to non-pension benefits,2013K2,0
Households,Entitlements to non-pension benefits,2013K3,0
Households,Entitlements to non-pension benefits,2013K4,0
Households,Entitlements to non-pension benefits,2014K1,0
Households,Entitlements to non-pension benefits,2014K2,0
Households,Entitlements to non-pension benefits,2014K3,0
Households,Entitlements to non-pension benefits,2014K4,0
Households,Entitlements to non-pension benefits,2015K1,0
Households,Entitlements to non-pension benefits,2015K2,0
Households,Entitlements to non-pension benefits,2015K3,0
Households,Entitlements to non-pension benefits,2015K4,0
Households,Entitlements to non-pension benefits,2016K1,0
Households,Entitlements to non-pension benefits,2016K2,0
Households,Entitlements to non-pension benefits,2016K3,0
Households,Entitlements to non-pension benefits,2016K4,0
Households,Entitlements to non-pension benefits,2017K1,0
Households,Entitlements to non-pension benefits,2017K2,0
Households,Entitlements to non-pension benefits,2017K3,0
Households,Entitlements to non-pension benefits,2017K4,0
Households,Entitlements to non-pension benefits,2018K1,0
Households,Entitlements to non-pension benefits,2018K2,0
Households,Entitlements to non-pension benefits,2018K3,0
Households,Entitlements to non-pension benefits,2018K4,0
Households,Entitlements to non-pension benefits,2019K1,0
Households,Entitlements to non-pension benefits,2019K2,0
Households,Entitlements to non-pension benefits,2019K3,0
Households,Entitlements to non-pension benefits,2019K4,0
Households,Entitlements to non-pension benefits,2020K1,0
Households,Entitlements to non-pension benefits,2020K2,0
Households,Entitlements to non-pension benefits,2020K3,0
Households,Entitlements to non-pension benefits,2020K4,0
Households,Entitlements to non-pension benefits,2021K1,0
Households,Entitlements to non-pension benefits,2021K2,0
Households,Entitlements to non-pension benefits,2021K3,0
Households,Entitlements to non-pension benefits,2021K4,0
Households,Entitlements to non-pension benefits,2022K1,0
Households,Entitlements to non-pension benefits,2022K2,0
Households,Entitlements to non-pension benefits,2022K3,0
Households,Entitlements to non-pension benefits,2022K4,0
Households,Entitlements to non-pension benefits,2023K1,0
Households,Entitlements to non-pension benefits,2023K2,0
Households,Entitlements to non-pension benefits,2023K3,0
Households,Entitlements to non-pension benefits,2023K4,0
Households,Entitlements to non-pension benefits,2024K1,0
Households,Entitlements to non-pension benefits,2024K2,0
Households,Entitlements to non-pension benefits,2024K3,0
Households,Entitlements to non-pension benefits,2024K4,0
Households,Entitlements to non-pension benefits,2025K1,0
Households,Entitlements to non-pension benefits,2025K2,0
Households,Entitlements to non-pension benefits,2025K3,0
Households,Entitlements to non-pension benefits,2025K4,0
Households,Entitlements to non-pension benefits,2026K1,0
Households,Provision for calls under standardised guarantees,1996K1,0
Households,Provision for calls under standardised guarantees,1996K2,0
Households,Provision for calls under standardised guarantees,1996K3,0
Households,Provision for calls under standardised guarantees,1996K4,0
Households,Provision for calls under standardised guarantees,1997K1,0
Households,Provision for calls under standardised guarantees,1997K2,0
Households,Provision for calls under standardised guarantees,1997K3,0
Households,Provision for calls under standardised guarantees,1997K4,0
Households,Provision for calls under standardised guarantees,1998K1,0
Households,Provision for calls under standardised guarantees,1998K2,0
Households,Provision for calls under standardised guarantees,1998K3,0
Households,Provision for calls under standardised guarantees,1998K4,0
Households,Provision for calls under standardised guarantees,1999K1,0
Households,Provision for calls under standardised guarantees,1999K2,0
Households,Provision for calls under standardised guarantees,1999K3,0
Households,Provision for calls under standardised guarantees,1999K4,0
Households,Provision for calls under standardised guarantees,2000K1,0
Households,Provision for calls under standardised guarantees,2000K2,0
Households,Provision for calls under standardised guarantees,2000K3,0
Households,Provision for calls under standardised guarantees,2000K4,0
Households,Provision for calls under standardised guarantees,2001K1,0
Households,Provision for calls under standardised guarantees,2001K2,0
Households,Provision for calls under standardised guarantees,2001K3,0
Households,Provision for calls under standardised guarantees,2001K4,0
Households,Provision for calls under standardised guarantees,2002K1,0
Households,Provision for calls under standardised guarantees,2002K2,0
Households,Provision for calls under standardised guarantees,2002K3,0
Households,Provision for calls under standardised guarantees,2002K4,0
Households,Provision for calls under standardised guarantees,2003K1,0
Households,Provision for calls under standardised guarantees,2003K2,0
Households,Provision for calls under standardised guarantees,2003K3,0
Households,Provision for calls under standardised guarantees,2003K4,0
Households,Provision for calls under standardised guarantees,2004K1,0
Households,Provision for calls under standardised guarantees,2004K2,0
Households,Provision for calls under standardised guarantees,2004K3,0
Households,Provision for calls under standardised guarantees,2004K4,0
Households,Provision for calls under standardised guarantees,2005K1,0
Households,Provision for calls under standardised guarantees,2005K2,0
Households,Provision for calls under standardised guarantees,2005K3,0
Households,Provision for calls under standardised guarantees,2005K4,0
Households,Provision for calls under standardised guarantees,2006K1,0
Households,Provision for calls under standardised guarantees,2006K2,0
Households,Provision for calls under standardised guarantees,2006K3,0
Households,Provision for calls under standardised guarantees,2006K4,0
Households,Provision for calls under standardised guarantees,2007K1,0
Households,Provision for calls under standardised guarantees,2007K2,0
Households,Provision for calls under standardised guarantees,2007K3,0
Households,Provision for calls under standardised guarantees,2007K4,0
Households,Provision for calls under standardised guarantees,2008K1,0
Households,Provision for calls under standardised guarantees,2008K2,0
Households,Provision for calls under standardised guarantees,2008K3,0
Households,Provision for calls under standardised guarantees,2008K4,0
Households,Provision for calls under standardised guarantees,2009K1,0
Households,Provision for calls under standardised guarantees,2009K2,0
Households,Provision for calls under standardised guarantees,2009K3,0
Households,Provision for calls under standardised guarantees,2009K4,0
Households,Provision for calls under standardised guarantees,2010K1,0
Households,Provision for calls under standardised guarantees,2010K2,0
Households,Provision for calls under standardised guarantees,2010K3,0
Households,Provision for calls under standardised guarantees,2010K4,0
Households,Provision for calls under standardised guarantees,2011K1,0
Households,Provision for calls under standardised guarantees,2011K2,0
Households,Provision for calls under standardised guarantees,2011K3,0
Households,Provision for calls under standardised guarantees,2011K4,0
Households,Provision for calls under standardised guarantees,2012K1,0
Households,Provision for calls under standardised guarantees,2012K2,0
Households,Provision for calls under standardised guarantees,2012K3,0
Households,Provision for calls under standardised guarantees,2012K4,0
Households,Provision for calls under standardised guarantees,2013K1,0
Households,Provision for calls under standardised guarantees,2013K2,0
Households,Provision for calls under standardised guarantees,2013K3,0
Households,Provision for calls under standardised guarantees,2013K4,0
Households,Provision for calls under standardised guarantees,2014K1,0
Households,Provision for calls under standardised guarantees,2014K2,0
Households,Provision for calls under standardised guarantees,2014K3,0
Households,Provision for calls under standardised guarantees,2014K4,0
Households,Provision for calls under standardised guarantees,2015K1,0
Households,Provision for calls under standardised guarantees,2015K2,0
Households,Provision for calls under standardised guarantees,2015K3,0
Households,Provision for calls under standardised guarantees,2015K4,0
Households,Provision for calls under standardised guarantees,2016K1,0
Households,Provision for calls under standardised guarantees,2016K2,0
Households,Provision for calls under standardised guarantees,2016K3,0
Households,Provision for calls under standardised guarantees,2016K4,0
Households,Provision for calls under standardised guarantees,2017K1,0
Households,Provision for calls under standardised guarantees,2017K2,0
Households,Provision for calls under standardised guarantees,2017K3,0
Households,Provision for calls under standardised guarantees,2017K4,0
Households,Provision for calls under standardised guarantees,2018K1,0
Households,Provision for calls under standardised guarantees,2018K2,0
Households,Provision for calls under standardised guarantees,2018K3,0
Households,Provision for calls under standardised guarantees,2018K4,0
Households,Provision for calls under standardised guarantees,2019K1,0
Households,Provision for calls under standardised guarantees,2019K2,0
Households,Provision for calls under standardised guarantees,2019K3,0
Households,Provision for calls under standardised guarantees,2019K4,0
Households,Provision for calls under standardised guarantees,2020K1,0
