region,quarter,Index
Eastern Central Sweden,2009K3,441
Eastern Central Sweden,2009K4,447
Eastern Central Sweden,2010K1,455
Eastern Central Sweden,2010K2,459
Eastern Central Sweden,2010K3,459
Eastern Central Sweden,2010K4,465
Eastern Central Sweden,2011K1,466
Eastern Central Sweden,2011K2,463
Eastern Central Sweden,2011K3,463
Eastern Central Sweden,2011K4,452
Eastern Central Sweden,2012K1,450
Eastern Central Sweden,2012K2,452
Eastern Central Sweden,2012K3,466
Eastern Central Sweden,2012K4,464
Eastern Central Sweden,2013K1,461
Eastern Central Sweden,2013K2,475
Eastern Central Sweden,2013K3,477
Eastern Central Sweden,2013K4,484
Eastern Central Sweden,2014K1,484
Eastern Central Sweden,2014K2,498
Eastern Central Sweden,2014K3,520
Eastern Central Sweden,2014K4,532
Eastern Central Sweden,2015K1,534
Eastern Central Sweden,2015K2,558
Eastern Central Sweden,2015K3,577
Eastern Central Sweden,2015K4,591
Eastern Central Sweden,2016K1,589
Eastern Central Sweden,2016K2,600
Eastern Central Sweden,2016K3,628
Eastern Central Sweden,2016K4,639
Eastern Central Sweden,2017K1,641
Eastern Central Sweden,2017K2,663
Eastern Central Sweden,2017K3,676
Eastern Central Sweden,2017K4,683
Eastern Central Sweden,2018K1,673
Eastern Central Sweden,2018K2,666
Eastern Central Sweden,2018K3,675
Eastern Central Sweden,2018K4,681
Eastern Central Sweden,2019K1,678
Eastern Central Sweden,2019K2,685
Eastern Central Sweden,2019K3,712
Eastern Central Sweden,2019K4,711
Eastern Central Sweden,2020K1,709
Eastern Central Sweden,2020K2,724
Eastern Central Sweden,2020K3,741
Eastern Central Sweden,2020K4,772
Eastern Central Sweden,2021K1,799
Eastern Central Sweden,2021K2,858
Eastern Central Sweden,2021K3,903
Eastern Central Sweden,2021K4,902
Eastern Central Sweden,2022K1,891
Eastern Central Sweden,2022K2,933
Eastern Central Sweden,2022K3,923
Eastern Central Sweden,2022K4,864
Eastern Central Sweden,2023K1,820
Eastern Central Sweden,2023K2,799
Eastern Central Sweden,2023K3,820
Eastern Central Sweden,2023K4,796
Eastern Central Sweden,2024K1,786
Eastern Central Sweden,2024K2,799
Eastern Central Sweden,2024K3,808
Eastern Central Sweden,2024K4,802
Eastern Central Sweden,2025K1,800
Eastern Central Sweden,2025K2,801
Eastern Central Sweden,2025K3,818
Eastern Central Sweden,2025K4,788
Eastern Central Sweden,2026K1,823
Småland with the islands,1986K1,105
Småland with the islands,1986K2,106
Småland with the islands,1986K3,109
Småland with the islands,1986K4,112
Småland with the islands,1987K1,115
Småland with the islands,1987K2,117
Småland with the islands,1987K3,118
Småland with the islands,1987K4,126
Småland with the islands,1988K1,126
Småland with the islands,1988K2,131
Småland with the islands,1988K3,136
Småland with the islands,1988K4,138
Småland with the islands,1989K1,148
Småland with the islands,1989K2,154
Småland with the islands,1989K3,158
Småland with the islands,1989K4,163
Småland with the islands,1990K1,170
Småland with the islands,1990K2,174
Småland with the islands,1990K3,176
Småland with the islands,1990K4,174
Småland with the islands,1991K1,189
Småland with the islands,1991K2,192
Småland with the islands,1991K3,190
Småland with the islands,1991K4,190
Småland with the islands,1992K1,183
Småland with the islands,1992K2,184
Småland with the islands,1992K3,181
Småland with the islands,1992K4,172
Småland with the islands,1993K1,163
Småland with the islands,1993K2,166
Småland with the islands,1993K3,169
Småland with the islands,1993K4,169
Småland with the islands,1994K1,171
Småland with the islands,1994K2,174
Småland with the islands,1994K3,179
Småland with the islands,1994K4,175
Småland with the islands,1995K1,174
Småland with the islands,1995K2,177
Småland with the islands,1995K3,179
Småland with the islands,1995K4,174
Småland with the islands,1996K1,174
Småland with the islands,1996K2,176
Småland with the islands,1996K3,182
Småland with the islands,1996K4,179
Småland with the islands,1997K1,182
Småland with the islands,1997K2,186
Småland with the islands,1997K3,188
Småland with the islands,1997K4,185
Småland with the islands,1998K1,197
Småland with the islands,1998K2,198
Småland with the islands,1998K3,206
Småland with the islands,1998K4,205
Småland with the islands,1999K1,207
Småland with the islands,1999K2,214
Småland with the islands,1999K3,217
Småland with the islands,1999K4,215
Småland with the islands,2000K1,222
Småland with the islands,2000K2,225
Småland with the islands,2000K3,230
Småland with the islands,2000K4,230
Småland with the islands,2001K1,235
Småland with the islands,2001K2,243
Småland with the islands,2001K3,248
Småland with the islands,2001K4,242
Småland with the islands,2002K1,248
Småland with the islands,2002K2,252
Småland with the islands,2002K3,260
Småland with the islands,2002K4,264
Småland with the islands,2003K1,264
Småland with the islands,2003K2,268
Småland with the islands,2003K3,283
Småland with the islands,2003K4,282
Småland with the islands,2004K1,285
Småland with the islands,2004K2,295
Småland with the islands,2004K3,303
Småland with the islands,2004K4,305
Småland with the islands,2005K1,305
Småland with the islands,2005K2,316
Småland with the islands,2005K3,329
Småland with the islands,2005K4,341
Småland with the islands,2006K1,343
Småland with the islands,2006K2,356
Småland with the islands,2006K3,365
Småland with the islands,2006K4,360
Småland with the islands,2007K1,364
Småland with the islands,2007K2,384
Småland with the islands,2007K3,391
Småland with the islands,2007K4,400
Småland with the islands,2008K1,399
Småland with the islands,2008K2,400
Småland with the islands,2008K3,415
Småland with the islands,2008K4,401
Småland with the islands,2009K1,400
Småland with the islands,2009K2,409
Småland with the islands,2009K3,429
Småland with the islands,2009K4,432
Småland with the islands,2010K1,423
Småland with the islands,2010K2,446
Småland with the islands,2010K3,450
Småland with the islands,2010K4,454
Småland with the islands,2011K1,443
Småland with the islands,2011K2,442
Småland with the islands,2011K3,444
Småland with the islands,2011K4,434
Småland with the islands,2012K1,426
Småland with the islands,2012K2,434
Småland with the islands,2012K3,433
Småland with the islands,2012K4,434
Småland with the islands,2013K1,436
Småland with the islands,2013K2,441
Småland with the islands,2013K3,443
Småland with the islands,2013K4,442
Småland with the islands,2014K1,456
Småland with the islands,2014K2,459
Småland with the islands,2014K3,473
Småland with the islands,2014K4,477
Småland with the islands,2015K1,485
Småland with the islands,2015K2,488
Småland with the islands,2015K3,517
Småland with the islands,2015K4,528
Småland with the islands,2016K1,547
Småland with the islands,2016K2,548
Småland with the islands,2016K3,580
Småland with the islands,2016K4,579
Småland with the islands,2017K1,597
Småland with the islands,2017K2,612
Småland with the islands,2017K3,629
Småland with the islands,2017K4,638
Småland with the islands,2018K1,646
Småland with the islands,2018K2,639
Småland with the islands,2018K3,652
Småland with the islands,2018K4,638
Småland with the islands,2019K1,637
Småland with the islands,2019K2,642
Småland with the islands,2019K3,674
Småland with the islands,2019K4,664
Småland with the islands,2020K1,680
Småland with the islands,2020K2,699
Småland with the islands,2020K3,726
Småland with the islands,2020K4,729
Småland with the islands,2021K1,755
Småland with the islands,2021K2,787
Småland with the islands,2021K3,829
Småland with the islands,2021K4,843
Småland with the islands,2022K1,853
Småland with the islands,2022K2,855
Småland with the islands,2022K3,868
Småland with the islands,2022K4,830
Småland with the islands,2023K1,771
Småland with the islands,2023K2,763
Småland with the islands,2023K3,785
Småland with the islands,2023K4,768
Småland with the islands,2024K1,775
Småland with the islands,2024K2,772
Småland with the islands,2024K3,793
Småland with the islands,2024K4,775
Småland with the islands,2025K1,775
Småland with the islands,2025K2,786
Småland with the islands,2025K3,816
Småland with the islands,2025K4,796
Småland with the islands,2026K1,786
South Sweden,1986K1,108
South Sweden,1986K2,111
South Sweden,1986K3,112
South Sweden,1986K4,115
South Sweden,1987K1,119
South Sweden,1987K2,122
South Sweden,1987K3,125
South Sweden,1987K4,128
South Sweden,1988K1,135
South Sweden,1988K2,141
South Sweden,1988K3,149
South Sweden,1988K4,155
South Sweden,1989K1,164
South Sweden,1989K2,174
South Sweden,1989K3,182
South Sweden,1989K4,186
South Sweden,1990K1,197
South Sweden,1990K2,201
South Sweden,1990K3,211
South Sweden,1990K4,208
South Sweden,1991K1,225
South Sweden,1991K2,226
South Sweden,1991K3,230
South Sweden,1991K4,230
South Sweden,1992K1,217
South Sweden,1992K2,214
South Sweden,1992K3,207
South Sweden,1992K4,196
South Sweden,1993K1,186
South Sweden,1993K2,184
South Sweden,1993K3,184
South Sweden,1993K4,187
South Sweden,1994K1,190
South Sweden,1994K2,193
South Sweden,1994K3,196
South Sweden,1994K4,194
South Sweden,1995K1,195
South Sweden,1995K2,195
South Sweden,1995K3,199
South Sweden,1995K4,194
South Sweden,1996K1,196
South Sweden,1996K2,200
South Sweden,1996K3,201
South Sweden,1996K4,201
South Sweden,1997K1,207
South Sweden,1997K2,213
South Sweden,1997K3,217
South Sweden,1997K4,217
South Sweden,1998K1,225
South Sweden,1998K2,228
South Sweden,1998K3,239
South Sweden,1998K4,244
South Sweden,1999K1,250
South Sweden,1999K2,260
South Sweden,1999K3,267
South Sweden,1999K4,266
South Sweden,2000K1,273
South Sweden,2000K2,286
South Sweden,2000K3,301
South Sweden,2000K4,299
South Sweden,2001K1,308
South Sweden,2001K2,311
South Sweden,2001K3,320
South Sweden,2001K4,317
South Sweden,2002K1,322
South Sweden,2002K2,333
South Sweden,2002K3,345
South Sweden,2002K4,345
South Sweden,2003K1,351
South Sweden,2003K2,361
South Sweden,2003K3,376
South Sweden,2003K4,378
South Sweden,2004K1,389
South Sweden,2004K2,403
South Sweden,2004K3,420
South Sweden,2004K4,422
South Sweden,2005K1,427
South Sweden,2005K2,445
South Sweden,2005K3,464
South Sweden,2005K4,472
South Sweden,2006K1,493
South Sweden,2006K2,506
South Sweden,2006K3,530
South Sweden,2006K4,533
South Sweden,2007K1,540
South Sweden,2007K2,560
South Sweden,2007K3,588
South Sweden,2007K4,585
South Sweden,2008K1,569
South Sweden,2008K2,581
South Sweden,2008K3,579
South Sweden,2008K4,558
South Sweden,2009K1,553
South Sweden,2009K2,574
South Sweden,2009K3,592
South Sweden,2009K4,608
South Sweden,2010K1,615
South Sweden,2010K2,620
South Sweden,2010K3,631
South Sweden,2010K4,632
South Sweden,2011K1,627
South Sweden,2011K2,627
South Sweden,2011K3,622
South Sweden,2011K4,598
South Sweden,2012K1,583
South Sweden,2012K2,586
South Sweden,2012K3,602
South Sweden,2012K4,600
South Sweden,2013K1,601
South Sweden,2013K2,598
South Sweden,2013K3,609
South Sweden,2013K4,612
South Sweden,2014K1,611
South Sweden,2014K2,626
South Sweden,2014K3,642
South Sweden,2014K4,636
South Sweden,2015K1,657
South Sweden,2015K2,667
South Sweden,2015K3,675
South Sweden,2015K4,691
South Sweden,2016K1,731
South Sweden,2016K2,742
South Sweden,2016K3,762
South Sweden,2016K4,763
South Sweden,2017K1,788
South Sweden,2017K2,804
South Sweden,2017K3,834
South Sweden,2017K4,841
South Sweden,2018K1,844
South Sweden,2018K2,837
South Sweden,2018K3,850
South Sweden,2018K4,861
South Sweden,2019K1,863
South Sweden,2019K2,877
South Sweden,2019K3,898
South Sweden,2019K4,898
South Sweden,2020K1,916
South Sweden,2020K2,930
South Sweden,2020K3,966
South Sweden,2020K4,1005
South Sweden,2021K1,1045
South Sweden,2021K2,1100
South Sweden,2021K3,1169
South Sweden,2021K4,1176
South Sweden,2022K1,1171
South Sweden,2022K2,1197
South Sweden,2022K3,1196
South Sweden,2022K4,1117
South Sweden,2023K1,1060
South Sweden,2023K2,1041
South Sweden,2023K3,1046
South Sweden,2023K4,1044
South Sweden,2024K1,1028
South Sweden,2024K2,1046
South Sweden,2024K3,1072
South Sweden,2024K4,1075
South Sweden,2025K1,1076
South Sweden,2025K2,1071
South Sweden,2025K3,1089
South Sweden,2025K4,1092
South Sweden,2026K1,1096
West Sweden,1986K1,115
West Sweden,1986K2,118
West Sweden,1986K3,121
West Sweden,1986K4,124
West Sweden,1987K1,128
West Sweden,1987K2,132
West Sweden,1987K3,136
West Sweden,1987K4,140
West Sweden,1988K1,150
West Sweden,1988K2,157
West Sweden,1988K3,165
West Sweden,1988K4,174
West Sweden,1989K1,183
West Sweden,1989K2,193
West Sweden,1989K3,202
West Sweden,1989K4,198
West Sweden,1990K1,211
West Sweden,1990K2,213
West Sweden,1990K3,217
West Sweden,1990K4,211
West Sweden,1991K1,229
West Sweden,1991K2,225
West Sweden,1991K3,226
West Sweden,1991K4,222
West Sweden,1992K1,212
West Sweden,1992K2,207
West Sweden,1992K3,201
West Sweden,1992K4,187
West Sweden,1993K1,181
West Sweden,1993K2,180
West Sweden,1993K3,178
West Sweden,1993K4,179
West Sweden,1994K1,182
West Sweden,1994K2,187
West Sweden,1994K3,189
West Sweden,1994K4,186
West Sweden,1995K1,187
West Sweden,1995K2,189
West Sweden,1995K3,188
West Sweden,1995K4,183
West Sweden,1996K1,185
West Sweden,1996K2,188
West Sweden,1996K3,191
West Sweden,1996K4,189
West Sweden,1997K1,192
West Sweden,1997K2,201
West Sweden,1997K3,206
West Sweden,1997K4,207
West Sweden,1998K1,208
West Sweden,1998K2,217
West Sweden,1998K3,223
West Sweden,1998K4,227
West Sweden,1999K1,226
West Sweden,1999K2,237
West Sweden,1999K3,241
West Sweden,1999K4,243
West Sweden,2000K1,247
West Sweden,2000K2,259
West Sweden,2000K3,265
West Sweden,2000K4,266
West Sweden,2001K1,274
West Sweden,2001K2,277
West Sweden,2001K3,281
West Sweden,2001K4,281
West Sweden,2002K1,282
West Sweden,2002K2,291
West Sweden,2002K3,304
West Sweden,2002K4,307
West Sweden,2003K1,314
West Sweden,2003K2,323
West Sweden,2003K3,333
West Sweden,2003K4,334
West Sweden,2004K1,345
West Sweden,2004K2,368
West Sweden,2004K3,376
West Sweden,2004K4,382
West Sweden,2005K1,384
West Sweden,2005K2,398
West Sweden,2005K3,417
West Sweden,2005K4,420
West Sweden,2006K1,444
West Sweden,2006K2,455
West Sweden,2006K3,472
West Sweden,2006K4,475
West Sweden,2007K1,476
West Sweden,2007K2,500
West Sweden,2007K3,521
West Sweden,2007K4,525
West Sweden,2008K1,524
West Sweden,2008K2,529
West Sweden,2008K3,534
West Sweden,2008K4,514
West Sweden,2009K1,505
West Sweden,2009K2,533
West Sweden,2009K3,542
West Sweden,2009K4,551
West Sweden,2010K1,565
West Sweden,2010K2,582
West Sweden,2010K3,585
West Sweden,2010K4,581
West Sweden,2011K1,596
West Sweden,2011K2,596
West Sweden,2011K3,592
West Sweden,2011K4,569
West Sweden,2012K1,573
West Sweden,2012K2,577
West Sweden,2012K3,589
West Sweden,2012K4,586
West Sweden,2013K1,586
West Sweden,2013K2,595
West Sweden,2013K3,614
West Sweden,2013K4,613
West Sweden,2014K1,619
West Sweden,2014K2,632
West Sweden,2014K3,641
West Sweden,2014K4,652
West Sweden,2015K1,666
West Sweden,2015K2,691
West Sweden,2015K3,714
West Sweden,2015K4,732
West Sweden,2016K1,724
West Sweden,2016K2,740
West Sweden,2016K3,762
West Sweden,2016K4,768
West Sweden,2017K1,793
West Sweden,2017K2,826
West Sweden,2017K3,840
West Sweden,2017K4,840
West Sweden,2018K1,835
West Sweden,2018K2,830
West Sweden,2018K3,833
West Sweden,2018K4,831
West Sweden,2019K1,844
West Sweden,2019K2,851
West Sweden,2019K3,863
West Sweden,2019K4,873
West Sweden,2020K1,882
West Sweden,2020K2,897
West Sweden,2020K3,912
West Sweden,2020K4,950
West Sweden,2021K1,984
West Sweden,2021K2,1030
West Sweden,2021K3,1079
West Sweden,2021K4,1084
West Sweden,2022K1,1103
West Sweden,2022K2,1117
West Sweden,2022K3,1110
West Sweden,2022K4,1049
West Sweden,2023K1,1011
West Sweden,2023K2,995
West Sweden,2023K3,986
West Sweden,2023K4,979
West Sweden,2024K1,985
West Sweden,2024K2,987
West Sweden,2024K3,1015
West Sweden,2024K4,1006
West Sweden,2025K1,1009
West Sweden,2025K2,1021
West Sweden,2025K3,1024
West Sweden,2025K4,1017
West Sweden,2026K1,1018
Northern Central Sweden,1986K1,109
Northern Central Sweden,1986K2,111
Northern Central Sweden,1986K3,112
Northern Central Sweden,1986K4,112
Northern Central Sweden,1987K1,117
Northern Central Sweden,1987K2,118
Northern Central Sweden,1987K3,122
Northern Central Sweden,1987K4,122
Northern Central Sweden,1988K1,130
Northern Central Sweden,1988K2,132
Northern Central Sweden,1988K3,139
Northern Central Sweden,1988K4,144
Northern Central Sweden,1989K1,150
Northern Central Sweden,1989K2,155
Northern Central Sweden,1989K3,161
Northern Central Sweden,1989K4,164
Northern Central Sweden,1990K1,176
Northern Central Sweden,1990K2,175
Northern Central Sweden,1990K3,180
Northern Central Sweden,1990K4,179
Northern Central Sweden,1991K1,192
Northern Central Sweden,1991K2,187
Northern Central Sweden,1991K3,191
Northern Central Sweden,1991K4,191
Northern Central Sweden,1992K1,182
Northern Central Sweden,1992K2,181
Northern Central Sweden,1992K3,184
Northern Central Sweden,1992K4,168
Northern Central Sweden,1993K1,166
Northern Central Sweden,1993K2,165
Northern Central Sweden,1993K3,164
Northern Central Sweden,1993K4,165
Northern Central Sweden,1994K1,166
Northern Central Sweden,1994K2,168
Northern Central Sweden,1994K3,169
Northern Central Sweden,1994K4,168
Northern Central Sweden,1995K1,166
Northern Central Sweden,1995K2,172
Northern Central Sweden,1995K3,168
Northern Central Sweden,1995K4,162
Northern Central Sweden,1996K1,167
Northern Central Sweden,1996K2,169
Northern Central Sweden,1996K3,167
Northern Central Sweden,1996K4,170
Northern Central Sweden,1997K1,168
Northern Central Sweden,1997K2,171
Northern Central Sweden,1997K3,174
Northern Central Sweden,1997K4,171
Northern Central Sweden,1998K1,177
Northern Central Sweden,1998K2,177
Northern Central Sweden,1998K3,182
Northern Central Sweden,1998K4,182
Northern Central Sweden,1999K1,181
Northern Central Sweden,1999K2,188
Northern Central Sweden,1999K3,188
Northern Central Sweden,1999K4,186
Northern Central Sweden,2000K1,186
Northern Central Sweden,2000K2,193
Northern Central Sweden,2000K3,198
Northern Central Sweden,2000K4,196
Northern Central Sweden,2001K1,198
Northern Central Sweden,2001K2,201
Northern Central Sweden,2001K3,207
Northern Central Sweden,2001K4,203
Northern Central Sweden,2002K1,206
Northern Central Sweden,2002K2,209
Northern Central Sweden,2002K3,214
Northern Central Sweden,2002K4,219
Northern Central Sweden,2003K1,216
Northern Central Sweden,2003K2,221
Northern Central Sweden,2003K3,228
Northern Central Sweden,2003K4,230
Northern Central Sweden,2004K1,235
Northern Central Sweden,2004K2,237
Northern Central Sweden,2004K3,249
Northern Central Sweden,2004K4,251
Northern Central Sweden,2005K1,248
Northern Central Sweden,2005K2,260
Northern Central Sweden,2005K3,269
Northern Central Sweden,2005K4,280
Northern Central Sweden,2006K1,273
Northern Central Sweden,2006K2,291
Northern Central Sweden,2006K3,301
Northern Central Sweden,2006K4,298
Northern Central Sweden,2007K1,302
Northern Central Sweden,2007K2,309
Northern Central Sweden,2007K3,334
Northern Central Sweden,2007K4,326
Northern Central Sweden,2008K1,327
Northern Central Sweden,2008K2,335
Northern Central Sweden,2008K3,343
Northern Central Sweden,2008K4,331
Northern Central Sweden,2009K1,342
Northern Central Sweden,2009K2,345
Northern Central Sweden,2009K3,356
Northern Central Sweden,2009K4,352
Northern Central Sweden,2010K1,359
Northern Central Sweden,2010K2,361
Northern Central Sweden,2010K3,370
Northern Central Sweden,2010K4,369
Northern Central Sweden,2011K1,361
Northern Central Sweden,2011K2,370
Northern Central Sweden,2011K3,371
Northern Central Sweden,2011K4,362
Northern Central Sweden,2012K1,355
Northern Central Sweden,2012K2,370
Northern Central Sweden,2012K3,364
Northern Central Sweden,2012K4,372
Northern Central Sweden,2013K1,375
Northern Central Sweden,2013K2,373
Northern Central Sweden,2013K3,375
Northern Central Sweden,2013K4,375
Northern Central Sweden,2014K1,379
Northern Central Sweden,2014K2,391
Northern Central Sweden,2014K3,406
Northern Central Sweden,2014K4,404
Northern Central Sweden,2015K1,417
Northern Central Sweden,2015K2,426
Northern Central Sweden,2015K3,437
Northern Central Sweden,2015K4,445
Northern Central Sweden,2016K1,445
Northern Central Sweden,2016K2,458
Northern Central Sweden,2016K3,486
Northern Central Sweden,2016K4,486
Northern Central Sweden,2017K1,491
Northern Central Sweden,2017K2,507
Northern Central Sweden,2017K3,528
Northern Central Sweden,2017K4,525
Northern Central Sweden,2018K1,532
Northern Central Sweden,2018K2,534
Northern Central Sweden,2018K3,541
Northern Central Sweden,2018K4,535
Northern Central Sweden,2019K1,544
Northern Central Sweden,2019K2,557
Northern Central Sweden,2019K3,562
Northern Central Sweden,2019K4,572
Northern Central Sweden,2020K1,556
Northern Central Sweden,2020K2,566
Northern Central Sweden,2020K3,595
Northern Central Sweden,2020K4,614
Northern Central Sweden,2021K1,623
Northern Central Sweden,2021K2,664
Northern Central Sweden,2021K3,706
Northern Central Sweden,2021K4,702
Northern Central Sweden,2022K1,711
Northern Central Sweden,2022K2,729
Northern Central Sweden,2022K3,726
Northern Central Sweden,2022K4,694
Northern Central Sweden,2023K1,676
Northern Central Sweden,2023K2,657
Northern Central Sweden,2023K3,665
Northern Central Sweden,2023K4,666
Northern Central Sweden,2024K1,642
Northern Central Sweden,2024K2,665
Northern Central Sweden,2024K3,684
Northern Central Sweden,2024K4,667
Northern Central Sweden,2025K1,686
Northern Central Sweden,2025K2,692
Northern Central Sweden,2025K3,692
Northern Central Sweden,2025K4,687
Northern Central Sweden,2026K1,691
Central Norrland,1986K1,111
Central Norrland,1986K2,116
Central Norrland,1986K3,115
Central Norrland,1986K4,117
Central Norrland,1987K1,120
Central Norrland,1987K2,122
Central Norrland,1987K3,125
Central Norrland,1987K4,125
Central Norrland,1988K1,129
Central Norrland,1988K2,132
Central Norrland,1988K3,138
Central Norrland,1988K4,139
Central Norrland,1989K1,142
Central Norrland,1989K2,150
Central Norrland,1989K3,154
Central Norrland,1989K4,156
Central Norrland,1990K1,164
Central Norrland,1990K2,167
Central Norrland,1990K3,167
Central Norrland,1990K4,171
Central Norrland,1991K1,178
Central Norrland,1991K2,177
Central Norrland,1991K3,185
Central Norrland,1991K4,181
Central Norrland,1992K1,179
Central Norrland,1992K2,175
Central Norrland,1992K3,169
Central Norrland,1992K4,165
Central Norrland,1993K1,155
Central Norrland,1993K2,154
Central Norrland,1993K3,155
Central Norrland,1993K4,153
Central Norrland,1994K1,156
Central Norrland,1994K2,161
Central Norrland,1994K3,160
Central Norrland,1994K4,155
Central Norrland,1995K1,155
Central Norrland,1995K2,157
Central Norrland,1995K3,151
Central Norrland,1995K4,145
Central Norrland,1996K1,150
Central Norrland,1996K2,156
Central Norrland,1996K3,153
Central Norrland,1996K4,151
Central Norrland,1997K1,152
Central Norrland,1997K2,156
Central Norrland,1997K3,159
Central Norrland,1997K4,157
Central Norrland,1998K1,159
Central Norrland,1998K2,158
Central Norrland,1998K3,163
Central Norrland,1998K4,163
Central Norrland,1999K1,164
Central Norrland,1999K2,167
Central Norrland,1999K3,170
Central Norrland,1999K4,167
Central Norrland,2000K1,169
Central Norrland,2000K2,174
Central Norrland,2000K3,174
Central Norrland,2000K4,174
Central Norrland,2001K1,176
Central Norrland,2001K2,177
Central Norrland,2001K3,181
Central Norrland,2001K4,178
Central Norrland,2002K1,179
Central Norrland,2002K2,182
Central Norrland,2002K3,190
Central Norrland,2002K4,184
Central Norrland,2003K1,191
Central Norrland,2003K2,187
Central Norrland,2003K3,197
Central Norrland,2003K4,200
Central Norrland,2004K1,200
Central Norrland,2004K2,203
Central Norrland,2004K3,209
Central Norrland,2004K4,211
Central Norrland,2005K1,213
Central Norrland,2005K2,217
Central Norrland,2005K3,235
Central Norrland,2005K4,237
Central Norrland,2006K1,233
Central Norrland,2006K2,249
Central Norrland,2006K3,246
Central Norrland,2006K4,256
Central Norrland,2007K1,250
Central Norrland,2007K2,269
Central Norrland,2007K3,275
Central Norrland,2007K4,267
Central Norrland,2008K1,284
Central Norrland,2008K2,286
Central Norrland,2008K3,289
Central Norrland,2008K4,277
Central Norrland,2009K1,273
Central Norrland,2009K2,285
Central Norrland,2009K3,297
Central Norrland,2009K4,303
Central Norrland,2010K1,302
Central Norrland,2010K2,309
Central Norrland,2010K3,305
Central Norrland,2010K4,309
Central Norrland,2011K1,311
Central Norrland,2011K2,316
Central Norrland,2011K3,311
Central Norrland,2011K4,305
Central Norrland,2012K1,297
Central Norrland,2012K2,298
Central Norrland,2012K3,308
Central Norrland,2012K4,312
Central Norrland,2013K1,308
Central Norrland,2013K2,324
Central Norrland,2013K3,320
Central Norrland,2013K4,327
Central Norrland,2014K1,309
Central Norrland,2014K2,338
Central Norrland,2014K3,345
Central Norrland,2014K4,333
Central Norrland,2015K1,346
Central Norrland,2015K2,360
Central Norrland,2015K3,376
Central Norrland,2015K4,384
Central Norrland,2016K1,378
Central Norrland,2016K2,385
Central Norrland,2016K3,411
Central Norrland,2016K4,406
Central Norrland,2017K1,396
Central Norrland,2017K2,431
Central Norrland,2017K3,436
Central Norrland,2017K4,430
Central Norrland,2018K1,434
Central Norrland,2018K2,437
Central Norrland,2018K3,446
Central Norrland,2018K4,441
Central Norrland,2019K1,429
Central Norrland,2019K2,442
Central Norrland,2019K3,451
Central Norrland,2019K4,446
Central Norrland,2020K1,432
Central Norrland,2020K2,449
Central Norrland,2020K3,486
Central Norrland,2020K4,501
Central Norrland,2021K1,504
Central Norrland,2021K2,539
Central Norrland,2021K3,566
Central Norrland,2021K4,569
Central Norrland,2022K1,566
Central Norrland,2022K2,590
Central Norrland,2022K3,592
Central Norrland,2022K4,570
Central Norrland,2023K1,562
Central Norrland,2023K2,582
Central Norrland,2023K3,563
Central Norrland,2023K4,553
Central Norrland,2024K1,548
Central Norrland,2024K2,547
Central Norrland,2024K3,568
Central Norrland,2024K4,567
Central Norrland,2025K1,539
Central Norrland,2025K2,573
Central Norrland,2025K3,545
Central Norrland,2025K4,556
Central Norrland,2026K1,566
Upper Norrland,1986K1,108
Upper Norrland,1986K2,113
Upper Norrland,1986K3,113
Upper Norrland,1986K4,116
Upper Norrland,1987K1,118
Upper Norrland,1987K2,123
Upper Norrland,1987K3,123
Upper Norrland,1987K4,126
Upper Norrland,1988K1,129
Upper Norrland,1988K2,135
Upper Norrland,1988K3,140
Upper Norrland,1988K4,142
Upper Norrland,1989K1,150
Upper Norrland,1989K2,157
Upper Norrland,1989K3,166
Upper Norrland,1989K4,168
Upper Norrland,1990K1,175
Upper Norrland,1990K2,176
Upper Norrland,1990K3,185
Upper Norrland,1990K4,180
Upper Norrland,1991K1,195
Upper Norrland,1991K2,192
Upper Norrland,1991K3,195
Upper Norrland,1991K4,192
Upper Norrland,1992K1,187
Upper Norrland,1992K2,186
Upper Norrland,1992K3,179
Upper Norrland,1992K4,174
Upper Norrland,1993K1,161
Upper Norrland,1993K2,164
Upper Norrland,1993K3,164
Upper Norrland,1993K4,166
Upper Norrland,1994K1,168
Upper Norrland,1994K2,170
Upper Norrland,1994K3,168
Upper Norrland,1994K4,169
Upper Norrland,1995K1,164
Upper Norrland,1995K2,171
Upper Norrland,1995K3,166
Upper Norrland,1995K4,163
Upper Norrland,1996K1,159
Upper Norrland,1996K2,163
Upper Norrland,1996K3,169
Upper Norrland,1996K4,168
Upper Norrland,1997K1,165
Upper Norrland,1997K2,172
Upper Norrland,1997K3,173
Upper Norrland,1997K4,170
Upper Norrland,1998K1,176
Upper Norrland,1998K2,175
Upper Norrland,1998K3,182
Upper Norrland,1998K4,180
Upper Norrland,1999K1,180
Upper Norrland,1999K2,187
Upper Norrland,1999K3,191
Upper Norrland,1999K4,192
Upper Norrland,2000K1,190
Upper Norrland,2000K2,197
Upper Norrland,2000K3,197
Upper Norrland,2000K4,193
Upper Norrland,2001K1,199
Upper Norrland,2001K2,206
Upper Norrland,2001K3,206
Upper Norrland,2001K4,208
Upper Norrland,2002K1,212
Upper Norrland,2002K2,209
Upper Norrland,2002K3,217
Upper Norrland,2002K4,216
Upper Norrland,2003K1,212
Upper Norrland,2003K2,220
Upper Norrland,2003K3,221
Upper Norrland,2003K4,220
Upper Norrland,2004K1,226
Upper Norrland,2004K2,235
Upper Norrland,2004K3,241
Upper Norrland,2004K4,241
Upper Norrland,2005K1,241
